date,visitor_team,visitor_score,home_team,home_score,visitor_pace,visitor_efg,visitor_tov_pct,visitor_orb_pct,visitor_ft_rate,visitor_ortg,home_pace,home_efg,home_tov_pct,home_orb_pct,home_ft_rate,home_ortg,home_win
2020-02-29,ORL,113,SAS,114,100.6,0.577,16.1,27.0,0.19,112.3,100.6,0.607,15.7,11.4,0.143,113.3,1
2022-04-01,SAC,122,HOU,117,99.8,0.593,11.9,21.1,0.321,122.3,99.8,0.51,8.4,27.8,0.186,117.3,0
2021-11-04,OKC,107,LAL,104,97.7,0.511,14.0,26.7,0.207,109.5,97.7,0.479,11.4,29.6,0.149,106.4,0
2019-12-18,TOR,112,DET,99,99.3,0.5,10.6,24.0,0.231,112.8,99.3,0.483,13.4,22.2,0.172,99.7,0
2016-03-14,NOP,107,GSW,125,97.1,0.414,6.9,30.9,0.323,110.2,97.1,0.654,16.5,25.8,0.235,128.7,1
2018-01-17,WAS,109,CHO,133,101.1,0.567,14.8,16.3,0.195,107.8,101.1,0.566,7.6,28.3,0.224,131.6,1
2021-03-30,CHO,114,WAS,104,101.7,0.544,12.5,20.0,0.178,112.1,101.7,0.46,10.9,26.8,0.12,102.3,0
2016-11-18,SAS,116,LAL,107,93.0,0.628,12.2,9.1,0.231,124.8,93.0,0.517,11.9,32.6,0.195,115.1,0
2018-02-24,DAL,90,UTA,97,96.6,0.47,14.4,12.5,0.145,93.2,96.6,0.453,10.2,18.8,0.235,100.4,1
2021-03-04,SAC,119,POR,123,95.5,0.529,6.0,36.0,0.097,124.6,95.5,0.563,7.5,21.4,0.273,128.8,1
2018-03-13,IND,101,PHI,98,97.7,0.426,7.8,25.5,0.211,103.4,97.7,0.533,19.9,18.4,0.24,100.3,0
2016-03-01,POR,104,NYK,85,93.5,0.489,6.7,19.1,0.205,111.2,93.5,0.409,7.7,14.8,0.148,90.9,0
2018-03-30,CHI,90,ORL,82,97.0,0.44,14.5,20.4,0.19,92.8,97.0,0.367,10.7,22.2,0.138,84.5,0
2020-08-11,HOU,105,SAS,123,111.7,0.483,15.5,7.4,0.213,94.0,111.7,0.565,17.8,21.4,0.194,110.1,1
2021-04-29,DAL,115,DET,105,99.3,0.522,10.0,18.2,0.247,115.9,99.3,0.577,17.3,10.0,0.324,105.8,0
2021-01-20,SAC,96,LAC,115,103.3,0.529,16.5,8.7,0.058,92.9,103.3,0.57,14.6,14.6,0.198,111.3,1
2021-03-13,TOR,104,CHO,114,105.8,0.464,13.3,23.2,0.156,98.3,105.8,0.611,23.2,19.0,0.185,107.8,1
2021-04-05,PHO,133,HOU,130,103.7,0.616,9.9,15.4,0.314,128.3,103.7,0.652,16.1,13.9,0.342,125.4,0
2017-05-08,GSW,121,UTA,95,98.5,0.577,10.3,15.8,0.286,122.9,98.5,0.416,8.2,18.5,0.236,96.5,0
2017-05-07,CLE,109,TOR,102,92.0,0.573,10.1,14.7,0.183,118.5,92.0,0.529,10.7,20.0,0.141,110.9,0
2016-11-06,POR,100,MEM,94,91.7,0.549,15.3,13.5,0.31,109.1,91.7,0.42,12.0,27.3,0.321,102.5,0
2022-04-10,WAS,108,CHO,124,97.7,0.489,8.7,31.5,0.17,110.5,97.7,0.64,15.2,29.7,0.112,126.9,1
2022-03-06,MEM,112,HOU,123,104.5,0.479,9.2,24.5,0.196,107.2,104.5,0.604,14.8,22.2,0.293,117.7,1
2018-12-12,BRK,127,PHI,124,101.4,0.608,14.7,20.6,0.5,125.3,101.4,0.615,14.8,25.0,0.132,122.3,0
2016-11-14,BOS,105,NOP,106,99.8,0.463,8.8,22.4,0.179,105.3,99.8,0.481,14.4,19.5,0.38,106.3,1
2020-08-11,BOS,122,MEM,107,96.0,0.605,11.1,25.0,0.209,127.1,96.0,0.433,7.0,28.0,0.337,111.5,0
2018-12-30,DET,107,ORL,109,95.8,0.467,9.7,32.1,0.228,111.7,95.8,0.512,12.0,20.9,0.259,113.8,1
2021-12-08,POR,94,GSW,104,98.9,0.463,14.8,15.9,0.25,95.1,98.9,0.482,13.4,22.2,0.289,105.2,1
2020-08-03,MEM,99,NOP,109,102.4,0.462,11.5,16.3,0.14,96.7,102.4,0.518,12.4,18.6,0.293,106.4,1
2021-04-04,NOP,122,HOU,115,105.4,0.549,12.4,29.1,0.242,115.8,105.4,0.551,14.6,18.8,0.191,109.2,0
2016-12-15,NYK,90,GSW,103,98.4,0.435,9.8,25.0,0.097,91.5,98.4,0.516,14.6,30.0,0.042,104.7,1
2020-01-31,DAL,121,HOU,128,102.5,0.556,14.3,31.8,0.233,118.1,102.5,0.566,5.3,15.6,0.173,124.9,1
2021-12-30,CLE,93,WAS,110,94.2,0.47,11.4,17.8,0.181,98.7,94.2,0.55,6.7,21.7,0.122,116.8,1
2018-10-17,MIL,113,CHO,112,102.6,0.576,18.3,25.6,0.176,110.2,102.6,0.533,9.8,16.4,0.152,109.2,0
2022-01-14,HOU,114,SAC,126,107.3,0.5,12.9,24.5,0.129,106.2,107.3,0.568,11.6,26.0,0.177,117.4,1
2019-11-07,MIA,124,PHO,108,99.2,0.64,12.3,14.3,0.232,125.0,99.2,0.506,12.5,21.7,0.274,108.9,0
2018-04-24,MIL,87,BOS,92,95.4,0.42,10.3,13.5,0.161,91.2,95.4,0.493,17.0,14.3,0.348,96.5,1
2021-12-04,BOS,145,POR,117,98.0,0.684,9.9,34.3,0.299,148.0,98.0,0.517,8.0,20.9,0.281,119.4,0
2019-01-21,HOU,93,PHI,121,102.1,0.424,11.0,11.8,0.233,91.1,102.1,0.534,11.3,23.8,0.307,118.5,1
2022-03-18,WAS,97,NYK,100,95.7,0.513,12.8,6.8,0.203,101.4,95.7,0.4,10.2,35.2,0.311,104.5,1
2018-12-23,CHO,103,BOS,119,96.9,0.477,8.3,20.0,0.216,106.3,96.9,0.576,12.6,28.2,0.233,122.9,1
2018-04-14,MIA,103,PHI,130,96.9,0.532,15.0,21.4,0.273,106.3,96.9,0.568,8.5,34.7,0.232,134.2,1
2021-11-24,UTA,110,OKC,104,96.7,0.541,8.7,15.2,0.198,113.8,96.7,0.543,11.6,10.0,0.183,107.6,0
2018-11-04,PHI,97,BRK,122,101.2,0.508,24.5,28.1,0.477,95.9,101.2,0.519,7.4,28.8,0.124,120.6,1
2021-04-03,OKC,85,POR,133,102.3,0.4,18.7,22.6,0.2,83.1,102.3,0.587,7.6,30.6,0.106,130.1,1
2020-02-28,SAC,104,MEM,101,99.5,0.478,8.2,16.0,0.187,104.5,99.5,0.473,10.7,20.4,0.165,101.5,0
2021-12-03,ORL,116,HOU,118,99.7,0.564,15.9,26.3,0.221,116.3,99.7,0.571,9.2,16.7,0.141,118.3,1
2021-11-30,GSW,96,PHO,104,94.7,0.5,19.3,35.7,0.116,101.4,94.7,0.563,11.6,18.2,0.069,109.9,1
2017-12-13,OKC,100,IND,95,91.4,0.483,11.7,35.4,0.17,109.4,91.4,0.511,12.4,23.9,0.045,104.0,0
2019-11-05,BOS,119,CLE,113,100.5,0.635,13.3,11.1,0.129,118.4,100.5,0.489,7.9,21.2,0.211,112.5,0
2016-04-06,CHO,111,NYK,97,91.1,0.533,7.6,25.0,0.167,121.9,91.1,0.538,17.5,27.0,0.167,106.5,0
2020-02-29,LAL,88,MEM,105,90.0,0.466,13.2,26.5,0.08,97.8,90.0,0.505,6.6,31.9,0.095,116.7,1
2020-01-03,POR,122,WAS,103,94.6,0.545,6.4,28.9,0.295,129.0,94.6,0.483,10.6,31.8,0.178,108.9,0
2020-02-01,GSW,131,CLE,112,98.9,0.633,10.1,23.3,0.189,132.5,98.9,0.516,12.9,27.7,0.147,113.3,0
2018-03-14,MIA,119,SAC,123,94.7,0.505,11.5,30.0,0.192,113.8,94.7,0.553,9.5,17.4,0.202,117.6,1
2021-04-02,MIL,127,POR,109,106.8,0.611,13.2,11.1,0.189,118.9,106.8,0.47,10.7,22.0,0.162,102.0,0
2020-01-01,MIN,104,MIL,106,107.5,0.456,9.6,11.1,0.231,96.8,107.5,0.473,13.9,22.2,0.181,98.6,1
2021-06-26,PHO,84,LAC,80,89.8,0.384,12.8,32.1,0.209,93.6,89.8,0.355,9.3,26.3,0.253,89.1,0
2016-04-13,MEM,104,GSW,125,99.7,0.469,11.0,25.0,0.122,104.4,99.7,0.644,15.3,30.8,0.149,125.4,1
2021-11-08,NOP,92,DAL,108,92.9,0.477,12.4,19.6,0.103,99.1,92.9,0.588,11.7,23.1,0.094,116.3,1
2019-01-12,CHO,97,SAC,104,100.8,0.477,15.6,26.0,0.148,96.2,100.8,0.485,9.5,21.8,0.081,103.2,1
2018-03-26,DEN,104,PHI,123,102.5,0.494,13.2,18.8,0.25,101.5,102.5,0.577,14.3,33.3,0.198,120.0,1
2016-11-06,SAC,96,TOR,91,85.8,0.468,8.9,30.2,0.295,111.9,85.8,0.399,5.8,27.7,0.286,106.1,0
2022-01-17,NOP,92,BOS,104,96.3,0.466,10.4,16.0,0.126,95.6,96.3,0.538,13.6,13.2,0.225,108.0,1
2016-12-06,NYK,114,MIA,103,93.5,0.526,8.7,37.5,0.112,121.9,93.5,0.489,9.0,31.4,0.18,110.2,0
2018-01-22,SAC,107,CHO,112,97.8,0.495,6.3,21.3,0.113,109.4,97.8,0.535,13.4,25.6,0.233,114.5,1
2021-03-29,MIA,98,NYK,88,92.5,0.488,11.4,25.5,0.163,105.9,92.5,0.475,12.8,14.6,0.15,95.1,0
2015-10-27,DET,106,ATL,94,95.3,0.448,12.3,41.1,0.208,111.2,95.3,0.5,14.5,16.3,0.146,98.6,0
2021-12-27,HOU,99,CHO,123,100.5,0.5,18.1,28.9,0.138,98.5,100.5,0.636,14.5,18.4,0.125,122.4,1
2015-11-08,PHO,103,OKC,124,105.6,0.494,19.4,16.7,0.238,97.6,105.6,0.543,12.3,39.5,0.234,117.4,1
2016-04-01,DAL,98,DET,89,90.3,0.506,9.9,18.6,0.141,108.5,90.3,0.463,10.7,23.1,0.173,98.5,0
2021-03-04,LAC,117,WAS,119,99.8,0.561,15.3,25.0,0.305,117.3,99.8,0.506,7.8,23.9,0.341,119.3,1
2018-12-11,TOR,123,LAC,99,95.5,0.594,6.5,23.8,0.094,128.8,95.5,0.483,13.7,26.7,0.186,103.7,0
2019-10-25,TOR,106,BOS,112,101.2,0.59,21.2,12.5,0.179,104.7,101.2,0.445,7.2,33.9,0.138,110.7,1
2016-03-19,NYK,89,WAS,99,92.8,0.457,16.1,20.9,0.185,95.9,92.8,0.494,7.8,19.5,0.149,106.7,1
2016-01-09,CHO,83,LAC,97,91.1,0.411,14.0,24.4,0.167,91.1,91.1,0.484,8.6,26.5,0.099,106.4,1
2021-10-22,BRK,114,PHI,109,96.6,0.534,10.9,26.8,0.227,118.0,96.6,0.549,7.7,12.2,0.099,112.8,0
2016-02-22,BOS,122,MIN,124,103.9,0.535,9.2,21.7,0.139,117.4,103.9,0.566,14.5,34.9,0.361,119.4,1
2022-01-05,PHI,116,ORL,106,99.9,0.576,13.6,23.3,0.212,116.1,99.9,0.511,16.1,30.4,0.156,106.1,0
2019-03-07,OKC,129,POR,121,102.3,0.495,11.2,30.2,0.238,114.2,102.3,0.441,10.9,25.0,0.404,107.1,0
2015-12-25,CLE,83,GSW,89,95.9,0.342,9.4,29.3,0.189,86.5,95.9,0.442,15.1,17.4,0.256,92.8,1
2020-01-28,BOS,109,MIA,101,96.4,0.548,13.0,24.4,0.217,113.1,96.4,0.421,8.9,22.9,0.292,104.8,0
2018-12-21,MEM,99,SAC,102,93.1,0.563,17.6,21.1,0.113,106.3,93.1,0.46,8.2,25.0,0.239,109.6,1
2019-11-22,GSW,109,UTA,113,99.4,0.521,7.5,13.0,0.117,109.6,99.4,0.588,15.6,20.5,0.153,113.6,1
2020-02-28,CHO,99,TOR,96,94.5,0.519,16.0,26.2,0.231,104.7,94.5,0.4,4.4,23.0,0.211,101.6,0
2021-02-01,NYK,102,CHI,110,97.3,0.46,10.1,25.0,0.253,104.8,97.3,0.54,11.0,17.1,0.17,113.0,1
2016-12-06,CHI,91,DET,102,93.9,0.453,13.6,20.5,0.307,96.9,93.9,0.5,8.5,20.0,0.159,108.7,1
2020-02-26,BOS,114,UTA,103,89.0,0.601,8.1,24.3,0.155,128.1,89.0,0.517,8.6,27.1,0.124,115.7,0
2020-03-11,DET,106,PHI,124,94.7,0.53,7.8,14.0,0.202,111.9,94.7,0.59,11.8,33.3,0.313,130.9,1
2020-12-27,DAL,124,LAC,73,90.9,0.575,5.7,26.2,0.276,136.3,90.9,0.368,12.4,10.4,0.224,80.3,0
2017-03-26,PHI,94,IND,107,97.5,0.477,12.9,17.0,0.114,96.4,97.5,0.466,8.1,23.1,0.27,109.8,1
2018-05-05,TOR,103,CLE,105,90.6,0.553,16.5,28.6,0.267,113.7,90.6,0.538,10.0,17.1,0.253,115.9,1
2019-12-10,WAS,107,CHO,114,95.9,0.483,9.0,26.0,0.222,111.5,95.9,0.541,11.8,25.6,0.259,118.8,1
2017-02-27,MIA,89,DAL,96,86.5,0.5,12.8,29.5,0.072,102.8,86.5,0.493,13.1,25.6,0.276,110.9,1
2022-01-27,LAL,87,PHI,105,98.5,0.443,15.6,19.1,0.102,88.3,98.5,0.579,13.5,8.3,0.122,106.6,1
2022-03-23,NYK,121,CHO,106,90.0,0.639,7.2,16.2,0.181,134.5,90.0,0.545,8.5,29.2,0.101,117.8,0
2019-11-23,NOP,120,UTA,128,105.9,0.5,8.3,17.6,0.188,113.3,105.9,0.604,15.0,19.4,0.354,120.9,1
2021-11-29,NOP,123,LAC,104,91.7,0.585,6.5,31.1,0.138,134.1,91.7,0.611,15.6,10.8,0.222,113.4,0
2016-02-06,WAS,104,CHO,108,97.9,0.494,10.2,18.2,0.221,106.2,97.9,0.543,14.0,16.3,0.247,110.3,1
2017-11-08,IND,97,DET,114,100.9,0.472,13.5,14.3,0.159,96.1,100.9,0.59,13.8,20.5,0.193,113.0,1
2021-01-27,MIL,115,TOR,108,100.2,0.516,11.8,28.0,0.204,114.8,100.2,0.521,10.0,18.2,0.106,107.8,0
2016-01-29,BRK,79,DAL,91,86.9,0.385,10.2,20.4,0.244,90.9,86.9,0.513,12.2,22.7,0.113,104.7,1
2018-12-30,OKC,103,DAL,105,103.2,0.478,9.7,14.9,0.151,99.8,103.2,0.543,20.2,22.0,0.21,101.7,1
2018-12-17,PHI,96,SAS,123,95.8,0.464,9.0,22.6,0.051,100.2,95.8,0.615,6.0,12.1,0.184,128.4,1
2021-01-29,DAL,101,UTA,120,96.5,0.483,10.1,17.0,0.209,104.6,96.5,0.552,13.2,34.7,0.276,124.3,1
2017-03-17,ORL,109,PHO,103,103.9,0.474,10.2,17.8,0.188,104.9,103.9,0.448,13.8,25.5,0.287,99.2,0
2018-03-17,DEN,94,MEM,101,86.0,0.42,6.6,35.3,0.241,109.3,86.0,0.488,10.5,31.1,0.272,117.4,1
2022-05-25,BOS,93,MIA,80,89.0,0.535,15.6,16.7,0.239,104.5,89.0,0.356,10.7,32.2,0.138,89.9,0
2022-01-28,IND,113,OKC,110,94.4,0.5,15.0,36.5,0.189,108.5,94.4,0.526,11.3,19.6,0.105,105.6,0
2021-11-28,GSW,105,LAC,90,97.6,0.541,14.3,25.6,0.14,107.5,97.6,0.456,20.9,31.9,0.213,92.2,0
2019-02-11,WAS,112,DET,121,98.5,0.583,13.2,15.6,0.167,113.7,98.5,0.606,14.5,25.0,0.212,122.8,1
2016-01-10,UTA,86,LAL,74,86.2,0.486,14.9,19.4,0.275,99.7,86.2,0.343,10.3,29.1,0.146,85.8,0
2018-01-06,NOP,98,MIN,116,94.4,0.462,14.2,17.1,0.333,103.8,94.4,0.539,8.3,29.5,0.211,122.9,1
2015-12-10,PHI,91,BRK,100,91.7,0.414,9.4,27.7,0.218,99.2,91.7,0.541,18.1,26.5,0.27,109.0,1
2021-02-26,UTA,116,MIA,124,99.7,0.505,8.0,18.8,0.223,116.4,99.7,0.593,13.4,28.9,0.256,124.4,1
2022-03-07,POR,81,MIN,124,107.5,0.319,14.6,14.3,0.337,75.4,107.5,0.484,15.2,35.8,0.38,115.4,1
2015-11-07,ORL,105,PHI,97,94.1,0.506,12.2,26.3,0.253,111.6,94.1,0.519,14.9,24.4,0.175,103.1,0
2020-03-08,SAS,129,CLE,132,104.1,0.49,7.3,11.5,0.337,112.2,104.1,0.527,13.7,26.9,0.351,114.8,1
2018-11-23,HOU,111,DET,116,90.5,0.469,11.5,32.7,0.194,111.0,90.5,0.494,11.0,34.1,0.33,116.0,1
2021-05-13,SAS,98,NYK,102,94.3,0.451,8.3,19.1,0.176,103.9,94.3,0.488,9.6,20.8,0.209,108.2,1
2019-01-11,BRK,105,TOR,122,108.6,0.483,14.4,17.6,0.227,96.6,108.6,0.51,7.2,22.4,0.143,112.3,1
2018-02-06,MEM,82,ATL,108,96.1,0.456,22.8,24.3,0.127,85.4,96.1,0.554,12.4,22.2,0.193,112.4,1
2022-01-04,PHO,123,NOP,110,97.5,0.641,9.6,13.2,0.165,126.2,97.5,0.461,10.4,28.8,0.315,112.8,0
2019-10-25,CHI,110,MEM,102,104.0,0.495,11.2,18.0,0.194,105.7,104.0,0.468,14.9,29.4,0.149,98.0,0
2016-12-21,WAS,107,CHI,97,96.6,0.543,9.7,15.8,0.22,110.8,96.6,0.432,11.9,30.9,0.158,100.4,0
2021-02-26,SAC,110,DET,107,97.3,0.455,8.5,28.6,0.326,113.1,97.3,0.524,10.3,22.2,0.256,110.0,0
2022-02-08,ORL,113,POR,95,95.7,0.594,13.0,23.3,0.067,118.1,95.7,0.412,11.3,29.8,0.22,99.3,0
2016-10-30,LAL,96,OKC,113,105.9,0.443,17.7,23.9,0.218,90.7,105.9,0.521,15.6,25.0,0.147,106.7,1
2017-12-23,POR,95,LAL,92,99.8,0.463,9.8,17.0,0.074,95.2,99.8,0.471,15.3,22.4,0.141,92.2,0
2017-03-14,DET,96,CLE,128,93.5,0.394,6.9,29.6,0.182,102.7,93.5,0.721,9.4,9.4,0.221,136.9,1
2015-11-25,NYK,91,ORL,100,89.1,0.428,10.5,26.7,0.241,102.1,89.1,0.424,6.5,30.0,0.314,112.2,1
2021-05-06,OKC,97,GSW,118,98.6,0.46,8.5,10.6,0.182,98.4,98.6,0.599,12.2,17.1,0.174,119.6,1
2019-10-25,PHO,107,DEN,108,97.4,0.442,14.5,21.3,0.36,99.5,97.4,0.429,11.5,15.4,0.315,100.4,1
2022-01-17,CHI,106,MEM,119,105.7,0.505,15.4,19.1,0.141,100.3,105.7,0.565,14.4,22.7,0.163,112.6,1
2021-11-19,TOR,108,SAC,89,93.7,0.524,12.9,31.0,0.238,115.3,93.7,0.435,12.0,21.6,0.19,95.0,0
2017-12-07,HOU,112,UTA,101,96.9,0.58,15.7,22.2,0.222,115.6,96.9,0.513,12.8,9.5,0.286,104.2,0
2018-04-25,WAS,98,TOR,108,95.9,0.439,13.1,32.6,0.211,102.2,95.9,0.53,9.6,14.3,0.256,112.6,1
2022-02-09,LAL,105,POR,107,95.7,0.669,20.8,9.1,0.081,109.7,95.7,0.528,10.3,23.9,0.146,111.8,1
2022-01-16,UTA,125,DEN,102,97.8,0.613,8.5,21.4,0.262,127.9,97.8,0.5,8.4,12.5,0.074,104.3,0
2021-04-05,SAC,106,MIN,116,100.2,0.494,12.4,21.7,0.216,105.8,100.2,0.484,11.7,31.9,0.308,115.8,1
2016-03-15,PHI,114,BRK,131,101.8,0.528,14.6,19.1,0.239,112.0,101.8,0.578,10.4,35.9,0.3,128.6,1
2015-12-10,LAC,80,CHI,83,89.0,0.398,12.2,26.8,0.114,89.9,89.0,0.397,10.5,26.0,0.161,93.3,1
2016-01-28,SAC,105,NOP,114,105.8,0.506,11.7,10.3,0.169,99.3,105.8,0.49,11.4,25.0,0.184,107.8,1
2019-02-09,OKC,117,HOU,112,104.0,0.522,15.7,27.3,0.27,112.5,104.0,0.523,10.8,14.6,0.256,107.7,0
2021-05-14,DEN,104,DET,91,91.9,0.541,10.7,22.0,0.128,113.1,91.9,0.446,8.8,18.4,0.205,99.0,0
2018-03-16,DAL,115,TOR,122,91.9,0.56,9.2,15.4,0.143,113.4,91.9,0.527,11.1,28.6,0.286,120.3,1
2017-10-26,ATL,86,CHI,91,89.4,0.463,10.3,13.7,0.136,96.2,89.4,0.401,11.6,35.3,0.256,101.8,1
2021-02-21,MIN,99,NYK,103,96.0,0.5,14.1,15.9,0.207,103.1,96.0,0.462,12.1,23.4,0.397,107.3,1
2017-11-11,MEM,96,HOU,111,98.7,0.519,17.9,12.5,0.177,97.3,98.7,0.542,13.6,23.4,0.253,112.5,1
2021-11-01,SAS,118,IND,131,99.9,0.607,14.4,21.6,0.112,118.2,99.9,0.67,12.7,26.3,0.099,131.2,1
2020-02-29,HOU,111,BOS,110,97.1,0.495,13.1,23.1,0.143,103.5,97.1,0.455,11.2,25.5,0.19,102.6,0
2020-08-21,BOS,102,PHI,94,100.0,0.46,9.3,7.5,0.253,102.0,100.0,0.342,9.8,32.3,0.305,94.0,0
2016-02-25,HOU,119,POR,105,99.3,0.598,14.1,29.3,0.256,119.8,99.3,0.544,19.0,24.4,0.225,105.7,0
2021-10-26,LAL,125,SAS,121,105.1,0.514,10.2,17.3,0.162,107.7,105.1,0.505,11.3,25.4,0.111,104.3,0
2018-02-05,WAS,111,IND,102,96.1,0.591,13.5,20.6,0.171,115.5,96.1,0.538,15.0,18.2,0.2,106.1,0
2017-12-23,MIN,115,PHO,106,96.6,0.536,12.6,32.5,0.298,119.0,96.6,0.529,11.9,20.9,0.174,109.7,0
2018-12-31,MIN,114,NOP,123,96.2,0.511,6.4,26.7,0.204,118.5,96.2,0.598,13.5,28.9,0.218,127.9,1
2018-03-23,UTA,120,SAS,124,95.8,0.551,13.0,11.6,0.261,113.4,95.8,0.549,11.1,27.5,0.25,117.2,1
2018-03-04,NOP,126,DAL,109,102.5,0.604,9.9,15.4,0.176,122.9,102.5,0.5,10.6,19.6,0.211,106.3,0
2020-08-02,SAC,116,ORL,132,102.8,0.538,12.2,20.9,0.198,112.9,102.8,0.634,15.6,28.6,0.341,128.4,1
2017-01-12,NOP,104,BRK,95,107.4,0.483,13.7,17.3,0.189,96.8,107.4,0.459,13.6,14.6,0.062,88.4,0
2022-01-05,GSW,82,DAL,99,95.7,0.438,15.4,18.2,0.136,85.7,95.7,0.448,10.9,20.8,0.241,103.4,1
2019-01-10,LAC,100,DEN,121,98.0,0.471,10.9,17.4,0.207,102.0,98.0,0.561,7.9,33.3,0.101,123.5,1
2017-12-21,CHI,112,CLE,115,94.4,0.624,11.9,15.2,0.071,118.7,94.4,0.585,11.6,18.9,0.232,121.9,1
2017-12-09,OKC,102,MEM,101,84.4,0.457,8.6,33.3,0.196,109.5,84.4,0.517,12.0,30.2,0.114,108.4,0
2022-01-19,HOU,116,UTA,111,94.9,0.542,7.2,24.0,0.125,122.2,94.9,0.528,8.4,25.6,0.191,117.0,0
2022-01-23,PHI,115,SAS,109,94.4,0.516,8.9,29.5,0.217,121.9,94.4,0.528,7.5,26.1,0.169,115.5,0
2016-11-06,DEN,123,BOS,107,100.3,0.589,14.8,24.3,0.286,122.6,100.3,0.5,10.0,22.4,0.189,106.7,0
2017-11-20,WAS,99,MIL,88,88.7,0.588,16.4,22.9,0.162,111.6,88.7,0.468,9.3,13.6,0.177,99.2,0
2016-01-04,SAC,116,OKC,104,101.7,0.489,12.4,31.7,0.326,114.1,101.7,0.494,13.1,23.9,0.18,102.3,0
2017-03-17,MIL,107,LAL,103,96.3,0.512,12.8,25.6,0.28,111.1,96.3,0.518,12.8,25.0,0.19,107.0,0
2017-03-08,SAC,104,SAS,114,99.0,0.529,12.3,11.9,0.151,105.1,99.0,0.583,11.4,14.0,0.19,115.2,1
2016-05-09,TOR,87,MIA,94,85.9,0.429,13.2,17.5,0.179,91.8,85.9,0.456,10.8,15.8,0.263,99.1,1
2019-02-02,LAL,101,GSW,115,101.5,0.474,12.7,26.0,0.104,99.5,101.5,0.533,9.1,16.3,0.198,113.3,1
2017-12-08,TOR,116,MEM,107,91.5,0.558,10.6,29.4,0.372,126.7,91.5,0.555,14.9,29.7,0.195,116.9,0
2021-05-19,GSW,100,LAL,103,98.1,0.536,18.2,20.0,0.133,102.0,98.1,0.462,9.7,26.0,0.209,105.0,1
2017-12-06,DET,100,MIL,104,88.2,0.471,10.0,37.8,0.207,113.4,88.2,0.544,11.7,31.0,0.228,118.0,1
2022-03-23,SAC,110,IND,109,99.0,0.598,15.2,11.1,0.146,111.1,99.0,0.538,13.5,23.8,0.121,110.1,0
2019-01-30,DAL,114,NYK,90,97.1,0.625,16.8,19.4,0.107,117.4,97.1,0.449,11.7,10.6,0.256,92.7,0
2016-03-16,NOP,123,SAC,108,97.3,0.611,7.6,18.4,0.144,126.4,97.3,0.517,10.1,18.6,0.167,111.0,0
2015-10-30,WAS,118,MIL,113,100.1,0.603,19.4,23.5,0.529,117.9,100.1,0.555,14.5,17.1,0.268,112.9,0
2017-03-26,PHO,106,CHO,120,93.6,0.543,11.7,19.5,0.222,113.3,93.6,0.563,6.7,20.5,0.253,128.2,1
2022-04-13,CHO,103,ATL,132,101.7,0.45,12.0,20.8,0.244,101.3,101.7,0.606,8.7,28.6,0.191,129.8,1
2016-10-28,ORL,82,DET,108,95.3,0.389,8.2,24.1,0.084,86.1,95.3,0.542,10.9,23.1,0.053,113.3,1
2019-12-11,BOS,117,IND,122,102.4,0.575,13.4,20.5,0.195,114.3,102.4,0.541,9.0,12.2,0.353,119.1,1
2017-11-07,MIL,119,CLE,124,96.3,0.645,15.1,22.9,0.145,123.6,96.3,0.555,10.8,30.0,0.402,128.7,1
2019-02-25,PHI,111,NOP,110,110.9,0.485,14.8,27.3,0.129,100.1,110.9,0.447,10.2,24.6,0.163,99.2,0
2021-04-21,OKC,116,IND,122,105.6,0.505,13.3,34.0,0.106,109.9,105.6,0.525,9.1,26.9,0.158,115.5,1
2022-02-04,HOU,106,SAS,131,98.9,0.5,15.1,21.4,0.277,107.2,98.9,0.646,10.9,29.7,0.18,132.5,1
2021-01-06,UTA,100,NYK,112,96.4,0.516,12.7,21.3,0.066,103.7,96.4,0.563,11.2,25.6,0.161,116.1,1
2018-03-31,BRK,110,MIA,109,99.3,0.484,12.7,14.6,0.242,100.3,99.3,0.489,14.7,20.0,0.168,99.4,0
2022-05-03,GSW,101,MEM,106,101.1,0.458,14.9,28.0,0.147,99.9,101.1,0.473,12.3,25.5,0.22,104.9,1
2018-11-17,DEN,115,NOP,125,101.1,0.563,11.4,21.7,0.084,113.7,101.1,0.54,9.7,23.3,0.356,123.6,1
2016-03-27,DEN,90,LAC,105,87.0,0.431,13.1,42.6,0.096,103.4,87.0,0.538,13.3,41.5,0.238,120.7,1
2021-01-12,IND,104,GSW,95,100.8,0.494,12.4,21.7,0.193,103.2,100.8,0.455,13.2,20.0,0.157,94.2,0
2022-01-30,CLE,105,DET,115,90.8,0.543,10.6,27.3,0.195,115.7,90.8,0.516,8.1,35.6,0.231,126.7,1
2018-12-17,MEM,93,GSW,110,99.4,0.5,15.5,5.3,0.177,93.6,99.4,0.506,9.4,13.3,0.282,110.7,1
2018-12-03,WAS,110,NYK,107,96.3,0.549,9.3,18.2,0.098,114.2,96.3,0.478,13.5,38.8,0.233,111.1,0
2018-11-05,BOS,107,DEN,115,96.7,0.557,11.5,17.9,0.115,110.7,96.7,0.528,11.3,31.3,0.222,119.0,1
2018-11-16,NYK,124,NOP,129,110.9,0.546,10.7,21.8,0.173,111.8,110.9,0.535,11.7,25.6,0.232,116.3,1
2020-03-07,UTA,111,DET,105,90.7,0.584,9.2,24.3,0.273,122.4,90.7,0.517,10.3,24.4,0.186,115.8,0
