date,visitor_team,visitor_score,home_team,home_score,visitor_pace,visitor_efg,visitor_tov_pct,visitor_orb_pct,visitor_ft_rate,visitor_ortg,home_pace,home_efg,home_tov_pct,home_orb_pct,home_ft_rate,home_ortg,home_win
2016-11-06,UTA,114,NYK,109,91.0,0.56,10.0,19.4,0.4,125.2,91.0,0.554,11.6,27.0,0.205,119.8,0
2018-01-19,PHO,108,DEN,100,94.9,0.58,10.9,10.3,0.173,113.8,94.9,0.538,15.5,17.5,0.205,105.3,0
2021-03-26,MEM,114,UTA,117,96.3,0.515,5.4,24.5,0.144,118.4,96.3,0.52,6.2,28.0,0.153,121.5,1
2022-02-08,IND,112,ATL,133,98.4,0.452,10.8,35.3,0.301,113.8,98.4,0.672,12.6,28.6,0.133,135.1,1
2020-08-08,LAC,122,POR,117,99.0,0.582,12.6,22.0,0.271,123.2,99.0,0.583,10.1,20.0,0.133,118.1,0
2021-04-30,UTA,100,PHO,121,94.3,0.525,12.9,18.2,0.2,106.1,94.3,0.608,10.2,22.2,0.159,128.4,1
2016-02-26,CHO,96,IND,95,97.1,0.5,13.3,12.5,0.157,98.9,97.1,0.435,12.8,23.8,0.247,97.8,0
2020-01-05,MEM,121,PHO,114,102.4,0.651,15.0,8.1,0.157,118.2,102.4,0.484,8.6,23.5,0.232,111.3,0
2022-04-01,NOP,114,LAL,111,100.3,0.563,12.4,10.8,0.316,113.7,100.3,0.543,13.6,17.5,0.268,110.7,0
2022-05-12,MIA,99,PHI,90,91.8,0.523,11.6,31.0,0.092,107.9,91.8,0.483,12.6,14.3,0.069,98.1,0
2015-11-30,HOU,105,DET,116,96.6,0.46,13.8,33.3,0.273,108.7,96.6,0.576,9.8,32.6,0.212,120.1,1
2020-01-11,LAL,125,OKC,110,100.6,0.591,10.4,27.3,0.081,124.2,100.6,0.516,6.6,10.6,0.163,109.3,0
2021-03-02,PHO,114,LAL,104,92.9,0.597,12.9,14.7,0.286,122.8,92.9,0.576,12.2,14.3,0.165,112.0,0
2016-04-08,LAC,102,UTA,99,87.1,0.524,10.7,17.4,0.181,106.0,87.1,0.506,16.3,20.0,0.195,102.9,0
2021-05-08,WAS,133,IND,132,108.6,0.486,10.9,26.8,0.236,110.9,108.6,0.514,10.0,15.1,0.24,110.1,0
2019-12-01,DAL,114,LAL,100,99.6,0.521,11.0,30.8,0.134,114.5,99.6,0.5,15.3,20.5,0.149,100.4,0
2020-01-20,IND,88,UTA,118,98.3,0.457,11.9,17.6,0.032,89.5,98.3,0.609,18.5,34.4,0.138,120.0,1
2021-05-01,MEM,111,ORL,112,100.0,0.51,13.2,35.4,0.135,111.0,100.0,0.512,9.3,13.6,0.294,112.0,1
2022-03-16,CHI,110,UTA,125,101.9,0.538,10.9,11.9,0.132,107.9,101.9,0.62,14.3,23.8,0.265,122.6,1
2016-11-01,NYK,89,DET,102,94.7,0.448,10.6,17.4,0.14,93.9,94.7,0.506,9.2,22.2,0.135,107.7,1
2021-05-23,WAS,118,PHI,125,101.8,0.602,13.7,20.6,0.136,115.9,101.8,0.548,9.3,27.7,0.247,122.7,1
2015-12-23,POR,89,NOP,115,95.5,0.384,11.0,34.9,0.168,93.2,95.5,0.559,10.4,18.2,0.235,120.4,1
2022-03-18,LAL,128,TOR,123,90.9,0.589,11.0,30.2,0.156,127.6,90.9,0.567,10.2,34.8,0.134,122.6,0
2017-12-16,PHO,108,MIN,106,95.8,0.535,20.8,38.2,0.431,112.7,95.8,0.468,5.4,20.4,0.179,110.6,0
2017-01-20,UTA,112,DAL,107,89.8,0.506,12.3,30.6,0.337,113.0,89.8,0.494,10.8,19.1,0.241,108.0,0
2017-01-07,CHO,85,SAS,102,92.2,0.427,14.9,19.0,0.28,92.2,92.2,0.478,6.7,18.4,0.191,110.6,1
2019-02-25,DAL,112,LAC,121,98.5,0.579,16.2,18.4,0.316,113.7,98.5,0.535,4.4,19.1,0.14,122.8,1
2020-01-05,DET,99,LAL,106,101.5,0.442,14.6,13.3,0.385,97.6,101.5,0.489,11.3,22.9,0.174,104.5,1
2021-04-08,MIL,101,DAL,116,98.7,0.44,7.8,25.5,0.13,102.4,98.7,0.531,9.5,28.3,0.134,117.6,1
2021-04-30,SAC,110,LAL,106,99.1,0.523,15.1,25.6,0.233,110.9,99.1,0.548,18.5,29.7,0.181,106.9,0
2016-11-01,SAC,96,MIA,108,95.1,0.41,12.9,18.8,0.258,91.4,95.1,0.506,13.2,12.0,0.244,102.8,1
2016-12-12,DEN,92,DAL,112,82.9,0.464,15.0,43.5,0.181,111.0,82.9,0.662,9.9,25.8,0.13,135.1,1
2018-02-25,DET,98,CHO,114,100.1,0.518,15.7,19.0,0.118,97.9,100.1,0.568,15.5,28.3,0.159,113.9,1
2017-12-29,IND,107,CHI,119,97.8,0.5,8.9,25.0,0.151,109.4,97.8,0.612,14.1,17.9,0.176,121.7,1
2018-01-19,SAS,83,TOR,86,92.8,0.368,10.7,29.3,0.176,89.5,92.8,0.453,12.5,18.8,0.106,92.7,1
2022-04-03,PHI,112,CLE,108,95.0,0.481,12.4,26.1,0.438,117.9,95.0,0.545,8.9,15.6,0.295,113.7,0
2019-04-07,UTA,109,LAL,113,95.1,0.53,10.2,23.3,0.238,114.6,95.1,0.556,14.0,39.0,0.157,118.8,1
2017-04-11,OKC,100,MIN,98,92.8,0.471,14.9,42.9,0.221,107.8,92.8,0.471,10.2,23.4,0.198,105.7,0
2019-04-18,DEN,108,SAS,118,90.5,0.611,12.8,25.0,0.111,119.4,90.5,0.534,5.5,35.7,0.258,130.4,1
2022-02-11,DEN,102,BOS,108,102.6,0.494,17.7,25.0,0.144,99.4,102.6,0.448,9.9,31.0,0.229,105.2,1
2016-03-26,TOR,115,NOP,91,90.2,0.616,13.2,20.6,0.342,127.4,90.2,0.459,6.9,18.0,0.153,100.9,0
2021-03-28,ATL,102,DEN,126,93.1,0.553,11.4,5.6,0.237,109.6,93.1,0.625,9.2,34.1,0.12,135.4,1
2019-04-22,HOU,91,UTA,107,91.6,0.462,14.3,20.0,0.228,99.4,91.6,0.494,12.6,38.1,0.256,116.9,1
2019-03-20,TOR,123,OKC,114,99.8,0.598,15.0,15.8,0.218,111.6,99.8,0.481,12.8,25.8,0.146,103.5,0
2022-04-07,BOS,121,MIL,127,101.8,0.615,14.4,19.0,0.161,118.8,101.8,0.577,9.4,28.0,0.155,124.7,1
2016-03-23,LAC,98,GSW,114,97.8,0.471,9.4,17.0,0.212,100.2,97.8,0.534,10.8,22.4,0.241,116.6,1
2016-02-20,NYK,103,MIN,95,92.5,0.536,15.1,31.4,0.169,111.4,92.5,0.458,6.9,14.9,0.214,102.7,0
2018-02-12,SAS,99,UTA,101,95.5,0.482,10.3,19.0,0.2,103.7,95.5,0.482,8.5,20.0,0.238,105.8,1
2021-11-16,PHI,85,UTA,120,98.6,0.4,7.6,10.7,0.144,86.2,98.6,0.607,8.5,14.3,0.135,121.6,1
2018-02-28,NOP,121,SAS,116,101.4,0.551,10.2,26.1,0.121,119.3,101.4,0.53,9.5,29.5,0.111,114.4,0
2021-01-17,IND,96,LAC,129,102.6,0.478,14.3,12.2,0.124,93.6,102.6,0.661,14.3,25.0,0.161,125.8,1
2022-01-15,CHI,112,BOS,114,89.8,0.575,6.0,17.5,0.138,124.7,89.8,0.539,10.1,40.5,0.189,126.9,1
2018-01-20,MIA,106,CHO,105,96.8,0.569,13.2,18.6,0.08,109.6,96.8,0.494,6.6,17.0,0.178,108.5,0
2019-01-10,DET,102,SAC,112,100.4,0.494,17.0,20.0,0.256,101.6,100.4,0.564,16.7,28.2,0.174,111.5,1
2016-11-04,MIA,87,TOR,96,92.1,0.438,12.1,24.5,0.114,94.5,92.1,0.476,14.0,29.5,0.19,104.2,1
2018-03-24,MIN,108,PHI,120,110.4,0.417,11.0,22.8,0.292,97.8,110.4,0.551,12.6,14.9,0.261,108.7,1
2022-03-21,NOP,103,CHO,106,95.0,0.494,13.4,33.3,0.156,108.5,95.0,0.589,16.6,13.5,0.165,111.6,1
2019-03-08,DEN,105,GSW,122,101.9,0.448,14.2,28.0,0.31,103.1,101.9,0.643,15.4,17.9,0.167,119.8,1
2018-03-14,WAS,125,BOS,124,93.6,0.536,14.8,27.7,0.216,110.5,93.6,0.545,13.5,20.4,0.162,109.7,0
2017-02-02,PHI,86,SAS,102,104.0,0.392,17.6,21.1,0.193,82.7,104.0,0.461,15.8,29.2,0.225,98.1,1
2017-02-25,NOP,83,DAL,96,95.5,0.429,17.6,20.0,0.205,86.9,95.5,0.538,16.7,16.3,0.154,100.5,1
2022-01-25,NOP,107,PHI,117,89.7,0.536,7.8,26.8,0.217,119.3,89.7,0.524,9.3,33.3,0.345,130.4,1
2017-03-24,DEN,125,IND,117,99.2,0.518,11.4,28.2,0.488,126.1,99.2,0.574,10.7,24.4,0.084,118.0,0
2021-12-19,MIA,90,DET,100,92.6,0.466,12.8,16.3,0.284,97.2,92.6,0.52,12.8,16.2,0.293,108.0,1
2018-05-07,TOR,93,CLE,128,92.7,0.481,12.7,22.5,0.215,100.4,92.7,0.667,9.7,20.7,0.19,138.1,1
2016-12-04,ORL,98,DET,92,91.1,0.576,10.5,10.5,0.089,107.6,91.1,0.5,11.6,22.2,0.07,101.0,0
2021-02-03,NYK,107,CHI,103,98.0,0.545,15.1,25.6,0.112,109.2,98.0,0.523,8.7,14.3,0.125,105.1,0
2020-02-24,PHO,131,UTA,111,97.7,0.632,11.8,30.6,0.241,134.1,97.7,0.544,17.9,15.6,0.544,113.6,0
2018-10-30,POR,104,HOU,85,96.0,0.525,15.9,19.4,0.25,108.4,96.0,0.375,9.4,31.3,0.135,88.6,0
2018-12-23,NOP,117,SAC,122,106.9,0.5,10.1,24.0,0.245,109.5,106.9,0.49,7.3,20.7,0.24,114.2,1
2021-12-18,HOU,116,DET,107,102.7,0.57,15.9,32.5,0.108,112.9,102.7,0.516,16.7,30.6,0.118,104.1,0
2021-04-23,CLE,102,CHO,108,88.7,0.575,15.7,32.4,0.125,115.1,88.7,0.5,4.7,29.4,0.149,121.8,1
2017-03-26,BRK,107,ATL,92,102.0,0.477,14.6,27.3,0.291,104.9,102.0,0.372,15.1,40.6,0.194,90.2,0
2019-10-25,POR,122,SAC,112,102.1,0.606,14.5,14.3,0.224,119.5,102.1,0.511,14.7,27.1,0.264,109.7,0
2021-11-19,CHI,114,DEN,108,93.4,0.484,9.6,35.4,0.258,122.0,93.4,0.561,10.8,17.5,0.195,115.6,0
2021-12-06,LAC,102,POR,90,99.1,0.505,11.7,15.6,0.098,102.9,99.1,0.475,17.0,18.9,0.19,90.8,0
2018-03-27,MIL,98,LAC,105,98.0,0.494,14.7,19.5,0.193,100.0,98.0,0.552,12.2,18.2,0.116,107.1,1
2022-01-16,HOU,118,SAC,112,104.2,0.645,20.3,11.8,0.263,113.3,104.2,0.516,10.6,14.0,0.198,107.5,0
2017-02-09,CLE,109,OKC,118,102.0,0.544,14.8,12.8,0.291,106.9,102.0,0.509,10.4,36.2,0.094,115.7,1
2021-11-18,LAC,108,MEM,120,96.3,0.556,12.2,16.7,0.089,112.2,96.3,0.599,10.0,30.8,0.052,124.6,1
2016-12-17,POR,90,GSW,135,99.8,0.442,10.4,13.0,0.163,90.1,99.8,0.667,13.2,27.3,0.218,135.2,1
2020-08-12,LAC,124,DEN,111,95.8,0.624,6.9,15.4,0.212,129.5,95.8,0.569,11.2,20.9,0.138,115.9,0
2016-01-09,TOR,108,PHI,95,90.4,0.58,13.0,18.8,0.28,119.5,90.4,0.556,13.1,22.5,0.075,105.1,0
2020-08-13,MIL,106,MEM,119,109.7,0.464,12.2,16.4,0.153,96.6,109.7,0.572,15.2,20.0,0.178,108.5,1
2018-10-29,SAC,123,MIA,113,108.9,0.557,10.0,18.8,0.155,113.0,108.9,0.484,14.4,26.0,0.261,103.8,0
2021-01-14,MIA,108,PHI,125,102.7,0.568,17.8,23.1,0.198,105.2,102.7,0.64,16.3,13.5,0.244,121.7,1
2019-11-04,PHI,109,PHO,114,103.9,0.545,17.0,20.5,0.135,104.9,103.9,0.604,17.6,14.7,0.273,109.7,1
2016-11-04,LAC,99,MEM,88,95.7,0.424,10.0,23.9,0.318,103.5,95.7,0.423,16.1,26.5,0.202,92.0,0
2017-05-05,CLE,115,TOR,94,94.9,0.599,15.3,25.0,0.316,121.1,94.9,0.448,4.1,2.4,0.184,99.0,0
2021-11-18,PHI,103,DEN,89,92.7,0.571,9.1,14.3,0.071,111.2,92.7,0.427,9.4,20.4,0.146,96.0,0
2018-12-10,DET,102,PHI,116,97.7,0.542,13.9,23.8,0.131,104.4,97.7,0.528,11.2,30.8,0.261,118.8,1
2016-12-02,MIN,114,NYK,118,98.6,0.523,12.4,28.9,0.25,115.6,98.6,0.547,13.1,26.8,0.279,119.7,1
2019-11-10,MIL,121,OKC,119,107.2,0.633,19.5,14.3,0.193,112.9,107.2,0.588,13.2,10.4,0.132,111.0,0
2021-03-11,DET,102,CHO,105,93.5,0.535,13.3,25.0,0.129,109.1,93.5,0.456,8.2,23.5,0.256,112.3,1
2021-10-23,MEM,120,LAC,114,95.6,0.55,9.8,30.2,0.233,125.6,95.6,0.5,6.2,28.6,0.152,119.3,0
2021-04-07,DAL,93,HOU,102,92.3,0.437,8.5,22.0,0.195,100.8,92.3,0.528,9.5,22.2,0.102,110.5,1
2019-04-03,CHI,115,WAS,114,107.8,0.561,17.0,23.1,0.156,106.7,107.8,0.49,10.0,18.4,0.196,105.7,0
2021-06-24,PHO,92,LAC,106,91.9,0.444,9.5,21.2,0.133,100.1,91.9,0.524,10.6,23.8,0.244,115.3,1
2017-12-10,DEN,116,IND,126,90.5,0.542,17.1,39.6,0.137,116.1,90.5,0.581,9.7,28.2,0.194,126.1,1
2021-04-18,NOP,112,NYK,122,92.5,0.436,9.5,35.7,0.238,109.7,92.5,0.532,11.0,28.9,0.221,119.5,1
2019-12-30,PHO,122,POR,116,98.1,0.549,8.1,23.8,0.228,124.4,98.1,0.531,7.1,22.7,0.146,118.3,0
2021-02-02,LAC,120,BRK,124,99.9,0.53,7.0,22.4,0.152,120.1,99.9,0.652,15.0,17.6,0.266,124.1,1
2019-12-06,LAC,91,MIL,119,105.4,0.394,17.0,23.1,0.181,86.4,105.4,0.543,12.7,26.5,0.181,112.9,1
2020-01-01,ORL,122,WAS,101,102.3,0.537,7.8,22.9,0.211,119.3,102.3,0.431,11.4,18.0,0.299,98.8,0
2019-03-26,SAS,116,CHO,125,99.2,0.468,9.3,29.8,0.139,105.9,99.2,0.525,5.1,10.4,0.2,114.1,1
2020-02-03,NYK,139,CLE,134,97.8,0.608,9.7,29.3,0.147,128.7,97.8,0.663,12.3,12.8,0.13,124.1,0
2021-01-24,CLE,103,BOS,141,103.6,0.459,14.5,20.8,0.294,99.4,103.6,0.634,12.5,36.1,0.247,136.1,1
2019-12-05,PHI,113,WAS,119,99.5,0.617,19.3,22.2,0.234,113.6,99.5,0.517,9.6,26.5,0.289,119.6,1
2018-01-04,GSW,124,HOU,114,100.8,0.626,11.1,15.8,0.172,123.1,100.8,0.567,9.2,13.3,0.146,113.1,0
2015-12-09,MIA,81,CHO,99,94.1,0.427,16.6,15.9,0.227,86.1,94.1,0.562,10.2,7.7,0.099,105.2,1
2017-01-29,GSW,113,POR,111,104.1,0.506,15.8,19.5,0.418,108.6,104.1,0.548,15.5,22.5,0.097,106.7,0
2018-12-21,MIL,120,BOS,107,99.7,0.613,17.8,28.9,0.275,120.4,99.7,0.44,4.5,17.0,0.297,107.4,0
2019-01-23,SAS,120,PHI,122,96.3,0.652,14.5,14.7,0.159,124.6,96.3,0.597,10.0,29.5,0.118,126.7,1
2021-11-26,WAS,101,OKC,99,95.0,0.544,14.9,13.9,0.19,106.3,95.0,0.463,8.2,20.8,0.128,104.2,0
2018-04-16,MIA,113,PHI,103,98.4,0.543,13.6,25.6,0.293,114.9,98.4,0.453,11.7,32.7,0.167,104.7,0
2017-01-10,ATL,117,BRK,97,100.8,0.516,9.9,30.6,0.239,116.0,100.8,0.46,14.9,26.9,0.195,96.2,0
2020-09-30,MIA,98,LAL,116,96.4,0.489,7.8,10.0,0.124,101.6,96.4,0.542,11.1,22.5,0.298,120.3,1
2017-12-21,MEM,95,PHO,97,88.3,0.461,8.5,31.9,0.133,107.5,88.3,0.469,9.7,25.5,0.259,109.8,1
2018-04-18,UTA,102,OKC,95,97.3,0.47,12.4,29.4,0.274,104.8,97.3,0.461,11.7,19.6,0.133,97.6,0
2018-03-21,WAS,90,SAS,98,88.6,0.47,11.8,23.1,0.145,101.6,88.6,0.538,14.7,31.6,0.165,110.6,1
2018-03-06,DEN,107,DAL,118,104.5,0.473,11.9,20.8,0.217,102.4,104.5,0.561,13.0,19.1,0.189,112.9,1
2016-03-28,PHO,116,MIN,121,104.4,0.577,18.2,18.9,0.226,111.2,104.4,0.549,15.4,27.5,0.395,115.9,1
2020-12-28,UTA,110,OKC,109,99.2,0.576,14.8,21.1,0.128,110.9,99.2,0.552,13.7,16.7,0.163,109.9,0
2019-12-08,DEN,102,BRK,105,96.2,0.506,11.2,15.6,0.135,106.0,96.2,0.5,10.2,25.0,0.207,109.1,1
2020-08-23,BOS,110,PHI,106,94.8,0.537,12.9,24.4,0.268,116.0,94.8,0.482,7.6,20.0,0.329,111.8,0
2016-11-16,NOP,82,ORL,89,94.4,0.409,15.8,19.6,0.183,86.8,94.4,0.443,11.1,25.0,0.125,94.2,1
2016-02-11,WAS,92,MIL,99,98.8,0.42,12.4,17.3,0.205,93.1,98.8,0.463,15.8,34.1,0.28,100.2,1
2016-10-26,HOU,114,LAL,120,99.4,0.552,12.5,26.3,0.221,114.7,99.4,0.573,13.2,27.5,0.202,120.7,1
2021-11-03,NYK,98,IND,111,94.3,0.443,9.2,26.4,0.241,104.0,94.3,0.549,10.2,23.8,0.121,117.8,1
2021-11-29,ORL,96,PHI,101,100.9,0.456,10.9,15.7,0.156,95.1,100.9,0.454,8.7,20.3,0.134,100.1,1
2021-05-16,MIA,120,DET,107,98.4,0.637,9.7,18.8,0.155,122.0,98.4,0.529,14.3,17.5,0.186,108.8,0
2018-12-08,WAS,101,CLE,116,88.3,0.523,7.9,17.8,0.128,114.3,88.3,0.612,7.0,32.4,0.079,131.3,1
2021-02-23,GSW,114,NYK,106,98.7,0.522,9.1,15.6,0.236,115.5,98.7,0.448,10.9,34.6,0.196,107.4,0
2020-08-08,LAL,111,IND,116,102.6,0.485,12.2,30.0,0.14,108.2,102.6,0.613,18.2,19.4,0.155,113.0,1
2018-10-31,UTA,125,MIN,128,103.0,0.552,11.3,37.0,0.186,121.3,103.0,0.651,13.4,20.0,0.186,124.2,1
2020-12-29,ORL,118,OKC,107,102.5,0.547,9.6,24.5,0.135,115.1,102.5,0.557,17.3,22.7,0.115,104.4,0
2015-12-12,NOP,94,CHI,98,96.2,0.483,9.6,10.9,0.09,97.7,96.2,0.474,12.5,16.3,0.308,101.8,1
2016-01-06,MEM,94,OKC,112,96.6,0.428,7.4,18.8,0.189,97.3,96.6,0.506,13.3,30.2,0.337,115.9,1
2022-04-08,CHO,133,CHI,117,93.7,0.715,10.8,24.2,0.116,141.9,93.7,0.616,11.7,16.7,0.195,124.9,0
2017-02-25,ATL,86,ORL,105,97.6,0.424,15.0,23.1,0.165,88.1,97.6,0.506,12.4,16.3,0.284,107.6,1
2022-01-21,BRK,117,SAS,102,95.1,0.525,6.2,26.7,0.12,123.1,95.1,0.432,5.4,28.1,0.211,107.3,0
2022-02-15,DAL,107,MIA,99,86.4,0.566,8.1,26.7,0.276,123.8,86.4,0.458,11.1,36.6,0.262,114.6,0
2017-03-31,WAS,88,UTA,95,89.1,0.431,13.0,28.6,0.149,98.8,89.1,0.528,10.5,18.4,0.264,106.6,1
2019-01-13,POR,113,DEN,116,95.4,0.523,8.4,20.5,0.239,118.4,95.4,0.611,10.9,11.4,0.21,121.6,1
2021-11-19,LAL,108,BOS,130,99.3,0.536,11.3,15.2,0.214,108.8,99.3,0.563,10.3,31.6,0.352,130.9,1
2015-11-07,HOU,109,LAC,105,98.2,0.483,12.4,26.8,0.302,111.1,98.2,0.5,10.8,23.4,0.193,107.0,0
2017-11-15,ORL,94,POR,99,90.8,0.538,15.3,18.4,0.114,103.5,90.8,0.517,11.5,22.7,0.103,109.0,1
2020-08-13,WAS,96,BOS,90,97.1,0.443,15.4,32.1,0.205,98.9,97.1,0.443,16.0,25.5,0.136,92.7,0
2021-06-04,LAC,104,DAL,97,95.1,0.532,12.7,15.0,0.286,109.4,95.1,0.478,10.4,18.2,0.135,102.0,0
2016-12-22,GSW,117,BRK,101,109.5,0.51,9.8,22.0,0.106,106.9,109.5,0.517,21.8,14.9,0.14,92.3,0
2016-03-17,BRK,102,CHI,118,90.0,0.5,8.7,26.1,0.186,113.3,90.0,0.548,8.2,37.2,0.16,131.1,1
2015-12-12,LAC,105,BRK,100,95.9,0.547,11.3,17.1,0.128,109.5,95.9,0.475,14.8,26.7,0.316,104.3,0
2016-10-25,NYK,88,CLE,117,99.9,0.42,15.8,24.5,0.172,88.1,99.9,0.548,12.0,27.5,0.149,117.1,1
2019-12-09,TOR,93,CHI,92,98.3,0.417,12.9,28.0,0.2,94.6,98.3,0.461,12.8,18.4,0.112,93.6,0
2021-02-24,TOR,108,MIA,116,90.6,0.635,14.7,8.8,0.189,119.2,90.6,0.569,10.6,27.5,0.313,128.0,1
2016-01-12,NOP,91,LAL,95,94.1,0.451,10.2,25.0,0.099,96.7,94.1,0.402,7.3,22.0,0.287,100.9,1
2020-03-08,MIL,131,PHO,140,104.4,0.605,8.8,15.2,0.168,125.5,104.4,0.665,12.4,21.6,0.318,134.1,1
2018-03-15,CHI,111,MEM,110,97.8,0.531,12.1,18.2,0.325,113.5,97.8,0.511,12.5,24.4,0.241,112.5,0
2018-12-21,CLE,110,TOR,126,94.1,0.53,10.4,26.2,0.28,117.0,94.1,0.577,7.2,31.0,0.231,134.0,1
2019-05-08,BOS,91,MIL,116,105.8,0.349,11.5,20.7,0.28,86.0,105.8,0.527,11.9,20.8,0.181,109.6,1
2016-02-05,MIA,98,CHO,95,97.7,0.457,7.3,17.4,0.128,100.3,97.7,0.506,12.0,7.0,0.16,97.3,0
2018-12-15,CHI,98,SAS,93,91.0,0.465,6.8,19.0,0.209,107.7,91.0,0.486,15.1,17.9,0.301,102.2,0
2017-03-15,SAC,107,PHO,101,103.8,0.519,16.1,20.5,0.316,103.1,103.8,0.43,10.3,28.6,0.084,97.3,0
2018-03-15,DET,113,DEN,120,99.9,0.554,10.0,20.5,0.12,113.1,99.9,0.576,13.4,23.8,0.259,120.1,1
2018-11-20,BRK,104,MIA,92,97.7,0.477,10.0,27.7,0.227,106.5,97.7,0.395,11.4,31.0,0.13,94.2,0
2017-10-25,CLE,107,BRK,112,101.5,0.556,18.5,24.3,0.21,105.4,101.5,0.522,10.5,20.8,0.161,110.3,1
2015-11-27,MIL,90,ORL,114,98.6,0.473,20.1,15.4,0.27,91.3,98.6,0.598,16.4,20.0,0.195,115.6,1
2016-10-26,SAC,113,PHO,94,96.8,0.547,11.8,24.4,0.221,116.8,96.8,0.494,16.8,24.4,0.234,97.1,0
2021-05-08,SAS,102,POR,124,99.2,0.441,6.4,13.5,0.215,102.8,99.2,0.526,6.8,35.3,0.227,124.9,1
2017-03-16,UTA,83,CLE,91,92.4,0.445,15.4,19.6,0.122,89.8,92.4,0.471,9.6,22.9,0.116,98.4,1
2019-01-27,WAS,119,SAS,132,100.8,0.551,8.1,16.0,0.236,118.0,100.8,0.663,13.6,22.6,0.209,130.9,1
2022-01-14,DAL,112,MEM,85,99.0,0.56,11.7,20.5,0.11,113.1,99.0,0.421,12.9,18.5,0.112,85.8,0
2017-12-04,WAS,69,UTA,116,87.8,0.313,12.6,22.2,0.238,78.6,87.8,0.671,16.0,34.5,0.184,132.1,1
2016-05-18,OKC,91,GSW,118,92.4,0.494,14.8,18.9,0.179,98.5,92.4,0.582,11.0,34.1,0.224,127.7,1
2022-01-06,GSW,96,NOP,101,100.5,0.466,12.9,17.4,0.172,95.6,100.5,0.47,15.1,18.6,0.277,100.5,1
2019-10-27,BRK,133,MEM,134,106.8,0.51,12.7,21.2,0.297,112.8,106.8,0.553,9.5,16.0,0.194,113.6,1
2022-01-15,LAL,96,DEN,133,92.7,0.5,10.0,16.0,0.171,103.5,92.7,0.643,5.7,21.4,0.176,143.4,1
2020-08-11,NOP,106,SAC,112,100.7,0.555,17.4,13.9,0.183,105.3,100.7,0.551,17.4,32.6,0.17,111.2,1
2017-12-18,PHO,97,DAL,91,99.0,0.506,16.9,17.1,0.215,98.0,99.0,0.426,13.6,16.0,0.182,91.9,0
2021-11-01,WAS,111,ATL,118,93.4,0.552,11.4,17.1,0.186,118.8,93.4,0.536,10.3,31.0,0.349,126.3,1
2022-04-08,CLE,107,BRK,118,89.6,0.537,8.0,23.8,0.232,119.4,89.6,0.533,9.0,38.2,0.217,131.7,1
2022-03-05,POR,121,MIN,135,99.2,0.565,13.3,25.0,0.294,122.0,99.2,0.653,10.1,23.1,0.282,136.1,1
2020-12-30,MIL,108,MIA,119,103.3,0.471,10.8,27.6,0.118,104.6,103.3,0.579,18.8,24.4,0.293,115.2,1
2016-05-04,ATL,98,CLE,123,90.4,0.5,16.0,20.5,0.38,108.4,90.4,0.615,7.6,27.3,0.184,136.1,1
2019-11-10,DEN,100,MIN,98,97.2,0.441,15.6,26.9,0.109,93.2,97.2,0.381,9.7,25.9,0.247,91.3,0
2021-05-31,UTA,120,MEM,113,99.6,0.559,10.2,16.7,0.294,120.4,99.6,0.522,8.2,16.7,0.185,113.4,0
2021-12-27,CHI,130,ATL,118,96.9,0.638,6.5,20.9,0.106,134.1,96.9,0.534,9.1,23.9,0.258,121.8,0
2018-12-07,PHI,117,DET,111,99.9,0.539,13.9,27.3,0.222,117.1,99.9,0.455,13.2,37.8,0.337,111.1,0
2017-03-31,DET,105,MIL,108,91.2,0.49,10.3,25.0,0.103,104.3,91.2,0.5,10.8,18.0,0.286,107.3,1
2022-01-20,IND,121,GSW,117,98.6,0.511,11.3,25.5,0.253,111.1,98.6,0.495,16.4,30.0,0.255,107.4,0
2017-11-22,CHI,80,UTA,110,92.1,0.404,15.6,17.8,0.218,86.9,92.1,0.547,6.9,18.6,0.186,119.5,1
2020-03-02,HOU,123,NYK,125,105.3,0.521,10.2,15.1,0.266,116.8,105.3,0.546,13.4,43.5,0.196,118.7,1
2018-01-22,UTA,90,ATL,104,94.6,0.461,15.3,17.1,0.263,95.1,94.6,0.554,16.1,23.8,0.145,109.9,1
2017-02-08,TOR,109,MIN,112,87.8,0.601,12.9,28.6,0.177,124.1,87.8,0.531,7.9,29.7,0.338,127.5,1
2022-01-21,HOU,103,GSW,105,98.6,0.483,10.9,19.0,0.191,104.5,98.6,0.543,15.8,18.4,0.21,106.5,1
2022-03-09,WAS,109,LAC,115,95.8,0.529,11.1,20.9,0.195,113.8,95.8,0.593,11.6,17.9,0.151,120.0,1
2015-12-22,MEM,104,PHI,90,95.4,0.5,11.2,22.0,0.224,109.1,95.4,0.523,24.5,27.0,0.318,94.4,0
2015-12-08,GSW,131,IND,123,105.9,0.632,12.9,26.3,0.116,123.7,105.9,0.51,12.6,30.8,0.21,116.1,0
2022-01-19,BRK,119,WAS,118,97.8,0.573,10.9,20.6,0.191,121.6,97.8,0.535,10.7,31.0,0.302,120.6,0
2019-10-28,CLE,112,MIL,129,104.9,0.51,9.5,19.2,0.1,106.7,104.9,0.614,10.5,17.4,0.174,122.9,1
2016-04-17,POR,95,LAC,115,93.1,0.458,11.3,21.3,0.229,102.0,93.1,0.577,8.6,26.8,0.321,123.5,1
